APHUS_MTRNT_PC_LGZ_DISTB_FCLTY_LCT_LKFM_NO|SIDO_NM|SIGNGU_NM|TNSHP_NM|EMD_NM|HONO_NM|HONO_LO|HONO_LA|MTRNT_CLSF|SMOEU|CNTRCT_DE|GTN|MNTH_RENTCG|FLR|BULD_YR|NGHB_LGZ_DISTB_FCLTY|NGHB_LGZ_DISTB_FCLTY_LO|NGHB_LGZ_DISTB_FCLTY_LA|NGHB_LGZ_DISTB_FCLTY_DSTNC|__source_file|LTNO_NM|LTNO_LO|LTNO_LA|BILDNG_YR|bonbun|bubun|bonbun4|bubun4|PNU
25602|서울특별시|강서구||화곡동|1048-46|126.83726|37.54155|월세|17.95|20230603|1,000|50|4|2017|우성상가시장|126.8255|37.52255|2.35393|유통시설2301_csv.csv|||||1048|46|1048|0046|1150010300110480046
25603|서울특별시|강서구||화곡동|1049-19|126.83738|37.54215|전세|28.4|20230303|18,000|0|5|2016|홈플러스(주) 강서점|126.85492|37.55853|2.38985|유통시설2301_csv.csv|||||1049|19|1049|0019|1150010300110490019
25604|서울특별시|강서구||화곡동|1049-24|126.8376|37.54194|전세|34.73|20230518|24,400|0|3|2018|홈플러스(주) 강서점|126.85492|37.55853|2.39477|유통시설2301_csv.csv|||||1049|24|1049|0024|1150010300110490024
25605|서울특별시|강서구||화곡동|1049-24|126.8376|37.54194|전세|26.24|20230610|19,270|0|6|2018|홈플러스(주) 강서점|126.85492|37.55853|2.39477|유통시설2301_csv.csv|||||1049|24|1049|0024|1150010300110490024
25606|서울특별시|강서구||화곡동|1049-29|126.83763|37.54174|전세|17.88|20230509|17,500|0|5|2022|우성상가시장|126.8255|37.52255|2.38656|유통시설2301_csv.csv|||||1049|29|1049|0029|1150010300110490029
25607|서울특별시|강서구||화곡동|1049-29|126.83763|37.54174|전세|20.41|20230519|19,500|0|2|2022|우성상가시장|126.8255|37.52255|2.38656|유통시설2301_csv.csv|||||1049|29|1049|0029|1150010300110490029
25608|서울특별시|강서구||화곡동|1049-29|126.83763|37.54174|전세|29.89|20230527|26,000|0|6|2022|우성상가시장|126.8255|37.52255|2.38656|유통시설2301_csv.csv|||||1049|29|1049|0029|1150010300110490029
25609|서울특별시|강서구||화곡동|1049-29|126.83763|37.54174|전세|26.64|20230529|23,600|0|6|2022|우성상가시장|126.8255|37.52255|2.38656|유통시설2301_csv.csv|||||1049|29|1049|0029|1150010300110490029
25610|서울특별시|강서구||화곡동|1049-29|126.83763|37.54174|전세|25.89|20230530|22,900|0|3|2022|우성상가시장|126.8255|37.52255|2.38656|유통시설2301_csv.csv|||||1049|29|1049|0029|1150010300110490029
25611|서울특별시|강서구||화곡동|1049-29|126.83763|37.54174|전세|26.85|20230531|23,800|0|3|2022|우성상가시장|126.8255|37.52255|2.38656|유통시설2301_csv.csv|||||1049|29|1049|0029|1150010300110490029
25612|서울특별시|강서구||화곡동|1049-29|126.83763|37.54174|전세|25.61|20230531|22,600|0|5|2022|우성상가시장|126.8255|37.52255|2.38656|유통시설2301_csv.csv|||||1049|29|1049|0029|1150010300110490029
25613|서울특별시|강서구||화곡동|1049-29|126.83763|37.54174|전세|25.61|20230607|22,600|0|3|2022|우성상가시장|126.8255|37.52255|2.38656|유통시설2301_csv.csv|||||1049|29|1049|0029|1150010300110490029
25614|서울특별시|강서구||화곡동|1049-29|126.83763|37.54174|전세|25.61|20230620|22,600|0|2|2022|우성상가시장|126.8255|37.52255|2.38656|유통시설2301_csv.csv|||||1049|29|1049|0029|1150010300110490029
25615|서울특별시|강서구||화곡동|1049-29|126.83763|37.54174|전세|25.61|20230620|22,600|0|2|2022|우성상가시장|126.8255|37.52255|2.38656|유통시설2301_csv.csv|||||1049|29|1049|0029|1150010300110490029
25616|서울특별시|강서구||화곡동|1049-33|126.83748|37.54158|월세|22.08|20230501|500|40|1|2002|우성상가시장|126.8255|37.52255|2.36505|유통시설2301_csv.csv|||||1049|33|1049|0033|1150010300110490033
25617|서울특별시|강서구||화곡동|1049-33|126.83748|37.54158|월세|89.16|20230510|3,000|90|3|2002|우성상가시장|126.8255|37.52255|2.36505|유통시설2301_csv.csv|||||1049|33|1049|0033|1150010300110490033
25618|서울특별시|강서구||화곡동|1049-41|126.83778|37.54208|전세|26.62|20230208|18,270|0|2|2018|홈플러스(주) 강서점|126.85492|37.55853|2.3727|유통시설2301_csv.csv|||||1049|41|1049|0041|1150010300110490041
25619|서울특별시|강서구||화곡동|105-101|126.84316|37.54087|월세|46.18|20230218|3,000|100|4|2010|홈플러스(주) 강서점|126.85492|37.55853|2.22112|유통시설2301_csv.csv|||||105|101|0105|0101|1150010300101050101
25620|서울특별시|강서구||화곡동|105-101|126.84316|37.54087|월세|46.18|20230218|3,000|100|4|2010|홈플러스(주) 강서점|126.85492|37.55853|2.22112|유통시설2301_csv.csv|||||105|101|0105|0101|1150010300101050101
25621|서울특별시|강서구||화곡동|105-102|126.84312|37.54099|전세|23.26|20230409|15,000|0|4|2017|홈플러스(주) 강서점|126.85492|37.55853|2.21122|유통시설2301_csv.csv|||||105|102|0105|0102|1150010300101050102
25622|서울특별시|강서구||화곡동|105-108|126.84341|37.54094|전세|68.07|20230210|20,000|0|1|2002|홈플러스(주) 강서점|126.85492|37.55853|2.20393|유통시설2301_csv.csv|||||105|108|0105|0108|1150010300101050108
25623|서울특별시|강서구||화곡동|105-128|126.84268|37.5398|전세|28.85|20230218|20,400|0|5|2019|홈플러스(주) 강서점|126.85492|37.55853|2.34591|유통시설2301_csv.csv|||||105|128|0105|0128|1150010300101050128
25624|서울특별시|강서구||화곡동|105-128|126.84268|37.5398|월세|28.85|20230420|12,000|40|5|2019|홈플러스(주) 강서점|126.85492|37.55853|2.34591|유통시설2301_csv.csv|||||105|128|0105|0128|1150010300101050128
25625|서울특별시|강서구||화곡동|105-128|126.84268|37.5398|전세|28.36|20230504|19,100|0|4|2019|홈플러스(주) 강서점|126.85492|37.55853|2.34591|유통시설2301_csv.csv|||||105|128|0105|0128|1150010300101050128
25626|서울특별시|강서구||화곡동|105-128|126.84268|37.5398|전세|28.36|20230526|19,100|0|3|2019|홈플러스(주) 강서점|126.85492|37.55853|2.34591|유통시설2301_csv.csv|||||105|128|0105|0128|1150010300101050128
25627|서울특별시|강서구||화곡동|105-142|126.84199|37.54033|월세|44.16|20230506|5,000|100|5|2017|홈플러스(주) 강서점|126.85492|37.55853|2.32298|유통시설2301_csv.csv|||||105|142|0105|0142|1150010300101050142
25628|서울특별시|강서구||화곡동|105-16|126.84383|37.54121|월세|55.36|20230630|11,700|3|-1|1993|홈플러스(주) 강서점|126.85492|37.55853|2.15979|유통시설2301_csv.csv|||||105|16|0105|0016|1150010300101050016
25629|서울특별시|강서구||화곡동|105-183|126.84431|37.54041|전세|59.8|20230301|17,500|0|3|2000|홈플러스(주) 강서점|126.85492|37.55853|2.22141|유통시설2301_csv.csv|||||105|183|0105|0183|1150010300101050183
25630|서울특별시|강서구||화곡동|105-189|126.84407|37.54052|월세|52.55|20230110|5,000|60|4|2007|홈플러스(주) 강서점|126.85492|37.55853|2.21981|유통시설2301_csv.csv|||||105|189|0105|0189|1150010300101050189
25631|서울특별시|강서구||화곡동|105-190|126.84412|37.54036|월세|51.67|20230213|2,000|65|3|2002|홈플러스(주) 강서점|126.85492|37.55853|2.23323|유통시설2301_csv.csv|||||105|190|0105|0190|1150010300101050190
25632|서울특별시|강서구||화곡동|105-198|126.84383|37.54046|월세|52.35|20230524|2,000|70|3|2000|홈플러스(주) 강서점|126.85492|37.55853|2.23502|유통시설2301_csv.csv|||||105|198|0105|0198|1150010300101050198
25633|서울특별시|강서구||화곡동|105-199|126.84378|37.54058|월세|59.8|20230109|3,000|90|1|2000|홈플러스(주) 강서점|126.85492|37.55853|2.22517|유통시설2301_csv.csv|||||105|199|0105|0199|1150010300101050199
25634|서울특별시|강서구||화곡동|105-199|126.84378|37.54058|전세|59.8|20230221|16,000|0|3|2000|홈플러스(주) 강서점|126.85492|37.55853|2.22517|유통시설2301_csv.csv|||||105|199|0105|0199|1150010300101050199
25635|서울특별시|강서구||화곡동|105-21|126.8436|37.54102|전세|34.19|20230118|20,000|0|2|2016|홈플러스(주) 강서점|126.85492|37.55853|2.18877|유통시설2301_csv.csv|||||105|21|0105|0021|1150010300101050021
25636|서울특별시|강서구||화곡동|105-224|126.84336|37.53994|전세|63.99|20230518|18,640|0|2|2000|홈플러스(주) 강서점|126.85492|37.55853|2.30532|유통시설2301_csv.csv|||||105|224|0105|0224|1150010300101050224
25637|서울특별시|강서구||화곡동|105-225|126.84331|37.54006|월세|21.23|20230601|1,000|60|3|2019|홈플러스(주) 강서점|126.85492|37.55853|2.29526|유통시설2301_csv.csv|||||105|225|0105|0225|1150010300101050225
25638|서울특별시|강서구||화곡동|105-225|126.84331|37.54006|월세|19.1|20230613|1,000|58|3|2019|홈플러스(주) 강서점|126.85492|37.55853|2.29526|유통시설2301_csv.csv|||||105|225|0105|0225|1150010300101050225
25639|서울특별시|강서구||화곡동|105-235|126.8436|37.53981|전세|61.26|20230202|22,500|0|5|2008|홈플러스(주) 강서점|126.85492|37.55853|2.30867|유통시설2301_csv.csv|||||105|235|0105|0235|1150010300101050235
25640|서울특별시|강서구||화곡동|105-235|126.8436|37.53981|전세|60.84|20230509|18,000|0|5|2008|홈플러스(주) 강서점|126.85492|37.55853|2.30867|유통시설2301_csv.csv|||||105|235|0105|0235|1150010300101050235
25641|서울특별시|강서구||화곡동|105-242|126.84367|37.53966|전세|44.96|20230411|13,600|0|2|2002|홈플러스(주) 강서점|126.85492|37.55853|2.32121|유통시설2301_csv.csv|||||105|242|0105|0242|1150010300101050242
25642|서울특별시|강서구||화곡동|105-251|126.84325|37.5391|월세|29.99|20230215|3,000|140|6|2021|홈플러스(주) 강서점|126.85492|37.55853|2.39334|유통시설2301_csv.csv|||||105|251|0105|0251|1150010300101050251
25643|서울특별시|강서구||화곡동|105-251|126.84325|37.5391|월세|29.99|20230221|5,000|110|2|2021|홈플러스(주) 강서점|126.85492|37.55853|2.39334|유통시설2301_csv.csv|||||105|251|0105|0251|1150010300101050251
25644|서울특별시|강서구||화곡동|105-357|126.84228|37.54198|전세|24.86|20230419|19,600|0|4|2018|홈플러스(주) 강서점|126.85492|37.55853|2.15187|유통시설2301_csv.csv|||||105|357|0105|0357|1150010300101050357
25645|서울특별시|강서구||화곡동|105-363|126.84219|37.54155|전세|28.5|20230201|8,800|0|4|1991|홈플러스(주) 강서점|126.85492|37.55853|2.19725|유통시설2301_csv.csv|||||105|363|0105|0363|1150010300101050363
25646|서울특별시|강서구||화곡동|105-364|126.8423|37.54166|월세|56.28|20230320|1,000|76|3|2000|홈플러스(주) 강서점|126.85492|37.55853|2.18092|유통시설2301_csv.csv|||||105|364|0105|0364|1150010300101050364
25647|서울특별시|강서구||화곡동|105-369|126.84237|37.54157|월세|12.32|20230429|1,000|40|7|2013|홈플러스(주) 강서점|126.85492|37.55853|2.18638|유통시설2301_csv.csv|||||105|369|0105|0369|1150010300101050369
25648|서울특별시|강서구||화곡동|105-370|126.84227|37.54145|월세|12.84|20230119|8,800|5|5|2013|홈플러스(주) 강서점|126.85492|37.55853|2.20251|유통시설2301_csv.csv|||||105|370|0105|0370|1150010300101050370
25649|서울특별시|강서구||화곡동|105-370|126.84227|37.54145|월세|12.84|20230303|2,000|55|8|2013|홈플러스(주) 강서점|126.85492|37.55853|2.20251|유통시설2301_csv.csv|||||105|370|0105|0370|1150010300101050370
25650|서울특별시|강서구||화곡동|105-377|126.84239|37.54051|월세|54.43|20230331|4,000|60|2|2003|홈플러스(주) 강서점|126.85492|37.55853|2.28795|유통시설2301_csv.csv|||||105|377|0105|0377|1150010300101050377
25651|서울특별시|강서구||화곡동|105-378|126.84213|37.54127|월세|24.45|20230309|1,000|100|13|2018|홈플러스(주) 강서점|126.85492|37.55853|2.22571|유통시설2301_csv.csv|||||105|378|0105|0378|1150010300101050378
25652|서울특별시|강서구||화곡동|105-378|126.84213|37.54127|월세|24.45|20230309|1,000|100|13|2018|홈플러스(주) 강서점|126.85492|37.55853|2.22571|유통시설2301_csv.csv|||||105|378|0105|0378|1150010300101050378
25653|서울특별시|강서구||화곡동|105-378|126.84213|37.54127|월세|24.45|20230311|1,000|99|13|2018|홈플러스(주) 강서점|126.85492|37.55853|2.22571|유통시설2301_csv.csv|||||105|378|0105|0378|1150010300101050378
25654|서울특별시|강서구||화곡동|105-378|126.84213|37.54127|월세|24.45|20230403|1,000|100|12|2018|홈플러스(주) 강서점|126.85492|37.55853|2.22571|유통시설2301_csv.csv|||||105|378|0105|0378|1150010300101050378
25655|서울특별시|강서구||화곡동|105-378|126.84213|37.54127|월세|24.45|20230615|2,000|94|13|2018|홈플러스(주) 강서점|126.85492|37.55853|2.22571|유통시설2301_csv.csv|||||105|378|0105|0378|1150010300101050378
25656|서울특별시|강서구||화곡동|105-378|126.84213|37.54127|월세|24.45|20230615|2,000|94|13|2018|홈플러스(주) 강서점|126.85492|37.55853|2.22571|유통시설2301_csv.csv|||||105|378|0105|0378|1150010300101050378
25657|서울특별시|강서구||화곡동|105-384|126.84408|37.54188|전세|60.11|20230223|24,000|0|5|2010|홈플러스(주) 강서점|126.85492|37.55853|2.08384|유통시설2301_csv.csv|||||105|384|0105|0384|1150010300101050384
25658|서울특별시|강서구||화곡동|105-384|126.84408|37.54188|월세|61.68|20230503|14,000|51|2|2010|홈플러스(주) 강서점|126.85492|37.55853|2.08384|유통시설2301_csv.csv|||||105|384|0105|0384|1150010300101050384
25659|서울특별시|강서구||화곡동|105-387|126.84228|37.54048|월세|31.48|20230104|10,000|20|1|2008|홈플러스(주) 강서점|126.85492|37.55853|2.29578|유통시설2301_csv.csv|||||105|387|0105|0387|1150010300101050387
25660|서울특별시|강서구||화곡동|105-418|126.84346|37.53876|월세|60.75|20230504|2,000|85|4|2002|우성상가시장|126.8255|37.52255|2.39942|유통시설2301_csv.csv|||||105|418|0105|0418|1150010300101050418
25661|서울특별시|강서구||화곡동|105-426|126.84385|37.53857|전세|41.95|20230619|10,465|0|2|1986|우성상가시장|126.8255|37.52255|2.40651|유통시설2301_csv.csv|||||105|426|0105|0426|1150010300101050426
25662|서울특별시|강서구||화곡동|105-44|126.84348|37.54144|월세|59.98|20230225|2,000|78|4|2002|홈플러스(주) 강서점|126.85492|37.55853|2.15152|유통시설2301_csv.csv|||||105|44|0105|0044|1150010300101050044
25663|서울특별시|강서구||화곡동|105-47|126.84332|37.54156|월세|58.76|20230316|2,000|70|2|2001|홈플러스(주) 강서점|126.85492|37.55853|2.14629|유통시설2301_csv.csv|||||105|47|0105|0047|1150010300101050047
25664|서울특별시|강서구||화곡동|105-480|126.84451|37.53953|월세|44.55|20230210|3,000|70|3|2008|홈플러스(주) 강서점|126.85492|37.55853|2.30387|유통시설2301_csv.csv|||||105|480|0105|0480|1150010300101050480
25665|서울특별시|강서구||화곡동|105-55|126.84349|37.54193|월세|53.52|20230616|3,000|75|4|2011|홈플러스(주) 강서점|126.85492|37.55853|2.10332|유통시설2301_csv.csv|||||105|55|0105|0055|1150010300101050055
25666|서울특별시|강서구||화곡동|105-9|126.84379|37.54173|전세|28.18|20230111|16,600|0|2|2015|홈플러스(주) 강서점|126.85492|37.55853|2.11021|유통시설2301_csv.csv|||||105|9|0105|0009|1150010300101050009
25667|서울특별시|강서구||화곡동|105-90|126.84268|37.54116|전세|61.03|20230127|14,700|0|2|2008|홈플러스(주) 강서점|126.85492|37.55853|2.21224|유통시설2301_csv.csv|||||105|90|0105|0090|1150010300101050090
25668|서울특별시|강서구||화곡동|105-92|126.84279|37.54139|전세|48.18|20230221|28,800|0|3|2002|홈플러스(주) 강서점|126.85492|37.55853|2.18549|유통시설2301_csv.csv|||||105|92|0105|0092|1150010300101050092
25669|서울특별시|강서구||화곡동|105-98|126.84299|37.54081|전세|63.56|20230320|14,000|0|-1|2002|홈플러스(주) 강서점|126.85492|37.55853|2.2341|유통시설2301_csv.csv|||||105|98|0105|0098|1150010300101050098
25670|서울특별시|강서구||화곡동|1050-2|126.83827|37.54275|월세|24.93|20230314|1,000|73|2|2017|홈플러스(주) 강서점|126.85492|37.55853|2.28788|유통시설2301_csv.csv|||||1050|2|1050|0002|1150010300110500002
25671|서울특별시|강서구||화곡동|1050-2|126.83827|37.54275|월세|15.54|20230315|500|62|5|2017|홈플러스(주) 강서점|126.85492|37.55853|2.28788|유통시설2301_csv.csv|||||1050|2|1050|0002|1150010300110500002
25672|서울특별시|강서구||화곡동|1050-8|126.83809|37.5426|전세|16.97|20230225|17,000|0|4|2016|홈플러스(주) 강서점|126.85492|37.55853|2.31121|유통시설2301_csv.csv|||||1050|8|1050|0008|1150010300110500008
25673|서울특별시|강서구||화곡동|1050-8|126.83809|37.5426|월세|36.89|20230509|2,000|90|5|2016|홈플러스(주) 강서점|126.85492|37.55853|2.31121|유통시설2301_csv.csv|||||1050|8|1050|0008|1150010300110500008
25674|서울특별시|강서구||화곡동|1053-16|126.83983|37.54346|전세|60.48|20230524|19,700|0|3|2000|홈플러스(주) 강서점|126.85492|37.55853|2.13996|유통시설2301_csv.csv|||||1053|16|1053|0016|1150010300110530016
25675|서울특별시|강서구||화곡동|1053-17|126.83973|37.54356|전세|56.15|20230214|18,000|0|1|2000|홈플러스(주) 강서점|126.85492|37.55853|2.13651|유통시설2301_csv.csv|||||1053|17|1053|0017|1150010300110530017
25676|서울특별시|강서구||화곡동|1053-3|126.83992|37.54317|월세|28.5|20230113|5,000|40|3|2002|홈플러스(주) 강서점|126.85492|37.55853|2.16062|유통시설2301_csv.csv|||||1053|3|1053|0003|1150010300110530003
25677|서울특별시|강서구||화곡동|1053-3|126.83992|37.54317|월세|28.5|20230215|1,000|60|2|2002|홈플러스(주) 강서점|126.85492|37.55853|2.16062|유통시설2301_csv.csv|||||1053|3|1053|0003|1150010300110530003
25678|서울특별시|강서구||화곡동|1053-3|126.83992|37.54317|월세|55.16|20230511|3,000|45|4|2002|홈플러스(주) 강서점|126.85492|37.55853|2.16062|유통시설2301_csv.csv|||||1053|3|1053|0003|1150010300110530003
25679|서울특별시|강서구||화곡동|1055-11|126.84085|37.54343|월세|49.8|20230614|2,000|100|7|2004|홈플러스(주) 강서점|126.85492|37.55853|2.08756|유통시설2301_csv.csv|||||1055|11|1055|0011|1150010300110550011
25680|서울특별시|강서구||화곡동|1055-5|126.8406|37.54348|월세|31.68|20230127|1,000|45|3|2001|홈플러스(주) 강서점|126.85492|37.55853|2.09634|유통시설2301_csv.csv|||||1055|5|1055|0005|1150010300110550005
25681|서울특별시|강서구||화곡동|1055-5|126.8406|37.54348|월세|28.21|20230603|600|48|2|2001|홈플러스(주) 강서점|126.85492|37.55853|2.09634|유통시설2301_csv.csv|||||1055|5|1055|0005|1150010300110550005
25682|서울특별시|강서구||화곡동|1055-5|126.8406|37.54348|월세|28.21|20230603|600|48|2|2001|홈플러스(주) 강서점|126.85492|37.55853|2.09634|유통시설2301_csv.csv|||||1055|5|1055|0005|1150010300110550005
25683|서울특별시|강서구||화곡동|1055-9|126.84094|37.54312|월세|18.72|20230109|1,000|55|2|2010|홈플러스(주) 강서점|126.85492|37.55853|2.11103|유통시설2301_csv.csv|||||1055|9|1055|0009|1150010300110550009
25684|서울특별시|강서구||화곡동|1055-9|126.84094|37.54312|월세|23.04|20230307|1,000|55|4|2010|홈플러스(주) 강서점|126.85492|37.55853|2.11103|유통시설2301_csv.csv|||||1055|9|1055|0009|1150010300110550009
25685|서울특별시|강서구||화곡동|1055-9|126.84094|37.54312|월세|18.72|20230325|1,000|55|3|2010|홈플러스(주) 강서점|126.85492|37.55853|2.11103|유통시설2301_csv.csv|||||1055|9|1055|0009|1150010300110550009
25686|서울특별시|강서구||화곡동|1055-9|126.84094|37.54312|월세|18.72|20230325|1,000|55|3|2010|홈플러스(주) 강서점|126.85492|37.55853|2.11103|유통시설2301_csv.csv|||||1055|9|1055|0009|1150010300110550009
25687|서울특별시|강서구||화곡동|1055-9|126.84094|37.54312|월세|18.72|20230425|1,000|57|3|2010|홈플러스(주) 강서점|126.85492|37.55853|2.11103|유통시설2301_csv.csv|||||1055|9|1055|0009|1150010300110550009
25688|서울특별시|강서구||화곡동|1055-9|126.84094|37.54312|월세|18.72|20230425|1,000|57|3|2010|홈플러스(주) 강서점|126.85492|37.55853|2.11103|유통시설2301_csv.csv|||||1055|9|1055|0009|1150010300110550009
25689|서울특별시|강서구||화곡동|1055-9|126.84094|37.54312|월세|16.38|20230623|1,000|50|3|2010|홈플러스(주) 강서점|126.85492|37.55853|2.11103|유통시설2301_csv.csv|||||1055|9|1055|0009|1150010300110550009
25690|서울특별시|강서구||화곡동|1056-11|126.84076|37.54403|월세|29.27|20230217|1,000|55|5|2012|홈플러스(주) 강서점|126.85492|37.55853|2.03897|유통시설2301_csv.csv|||||1056|11|1056|0011|1150010300110560011
25691|서울특별시|강서구||화곡동|1056-21|126.84128|37.54377|전세|28.96|20230608|21,000|0|5|2019|홈플러스(주) 강서점|126.85492|37.55853|2.0346|유통시설2301_csv.csv|||||1056|21|1056|0021|1150010300110560021
25692|서울특별시|강서구||화곡동|1056-27|126.84103|37.54358|월세|30.96|20230225|1,500|50|2|2001|홈플러스(주) 강서점|126.85492|37.55853|2.06511|유통시설2301_csv.csv|||||1056|27|1056|0027|1150010300110560027
25693|서울특별시|강서구||화곡동|1059-23|126.84219|37.54479|전세|62.55|20230403|20,400|0|3|2002|홈플러스(주) 강서점|126.85492|37.55853|1.89561|유통시설2301_csv.csv|||||1059|23|1059|0023|1150010300110590023
25694|서울특별시|강서구||화곡동|1059-26|126.8422|37.54446|전세|29.93|20230117|18,000|0|6|2016|홈플러스(주) 강서점|126.85492|37.55853|1.92529|유통시설2301_csv.csv|||||1059|26|1059|0026|1150010300110590026
25695|서울특별시|강서구||화곡동|1062-14|126.84118|37.54278|월세|33.83|20230420|2,000|55|3|2002|홈플러스(주) 강서점|126.85492|37.55853|2.12949|유통시설2301_csv.csv|||||1062|14|1062|0014|1150010300110620014
25696|서울특별시|강서구||화곡동|1062-14|126.84118|37.54278|전세|29.26|20230627|9,000|0|2|2002|홈플러스(주) 강서점|126.85492|37.55853|2.12949|유통시설2301_csv.csv|||||1062|14|1062|0014|1150010300110620014
25697|서울특별시|강서구||화곡동|1062-18|126.84084|37.54253|월세|45.39|20230203|7,000|35|3|2003|홈플러스(주) 강서점|126.85492|37.55853|2.16956|유통시설2301_csv.csv|||||1062|18|1062|0018|1150010300110620018
25698|서울특별시|강서구||화곡동|1065-2|126.83844|37.54162|전세|20.92|20230302|22,800|0|9|2019|홈플러스(주) 강서점|126.85492|37.55853|2.3768|유통시설2301_csv.csv|||||1065|2|1065|0002|1150010300110650002
25699|서울특별시|강서구||화곡동|1065-2|126.83844|37.54162|전세|20.92|20230412|20,000|0|8|2019|홈플러스(주) 강서점|126.85492|37.55853|2.3768|유통시설2301_csv.csv|||||1065|2|1065|0002|1150010300110650002
25700|서울특별시|강서구||화곡동|1065-4|126.83863|37.54167|월세|20.92|20230128|5,000|80|4|2019|홈플러스(주) 강서점|126.85492|37.55853|2.3621|유통시설2301_csv.csv|||||1065|4|1065|0004|1150010300110650004
25701|서울특별시|강서구||화곡동|1065-4|126.83863|37.54167|전세|18.48|20230523|19,200|0|12|2019|홈플러스(주) 강서점|126.85492|37.55853|2.3621|유통시설2301_csv.csv|||||1065|4|1065|0004|1150010300110650004
25702|서울특별시|강서구||화곡동|1067-1|126.83563|37.54091|전세|47.77|20230618|14,490|0|4|2000|우성상가시장|126.8255|37.52255|2.22832|유통시설2301_csv.csv|||||1067|1|1067|0001|1150010300110670001
25703|서울특별시|강서구||화곡동|1070-11|126.83532|37.54005|전세|29.94|20230224|23,000|0|14|2020|우성상가시장|126.8255|37.52255|2.13037|유통시설2301_csv.csv|||||1070|11|1070|0011|1150010300110700011
25704|서울특별시|강서구||화곡동|1070-28|126.83488|37.53946|전세|54.27|20230515|13,000|0|2|2002|우성상가시장|126.8255|37.52255|2.05396|유통시설2301_csv.csv|||||1070|28|1070|0028|1150010300110700028
25705|서울특별시|강서구||화곡동|1070-5|126.83487|37.53974|전세|59.66|20230104|21,980|0|4|2004|우성상가시장|126.8255|37.52255|2.08226|유통시설2301_csv.csv|||||1070|5|1070|0005|1150010300110700005
25706|서울특별시|강서구||화곡동|1071-19|126.83542|37.53907|월세|82.14|20230104|10,000|130|3|2013|우성상가시장|126.8255|37.52255|2.03426|유통시설2301_csv.csv|||||1071|19|1071|0019|1150010300110710019
25707|서울특별시|강서구||화곡동|1071-19|126.83542|37.53907|전세|78.93|20230330|43,800|0|15|2013|우성상가시장|126.8255|37.52255|2.03426|유통시설2301_csv.csv|||||1071|19|1071|0019|1150010300110710019
25708|서울특별시|강서구||화곡동|1071-19|126.83542|37.53907|전세|78.93|20230330|43,800|0|15|2013|우성상가시장|126.8255|37.52255|2.03426|유통시설2301_csv.csv|||||1071|19|1071|0019|1150010300110710019
25709|서울특별시|강서구||화곡동|1071-7|126.83472|37.53917|전세|29.11|20230405|26,000|0|6|2017|우성상가시장|126.8255|37.52255|2.01947|유통시설2301_csv.csv|||||1071|7|1071|0007|1150010300110710007
25710|서울특별시|강서구||화곡동|1071-7|126.83472|37.53917|전세|27.9|20230426|17,500|0|3|2017|우성상가시장|126.8255|37.52255|2.01947|유통시설2301_csv.csv|||||1071|7|1071|0007|1150010300110710007
25711|서울특별시|강서구||화곡동|1072-5|126.83599|37.54|월세|46.54|20230225|1,000|70|5|2003|우성상가시장|126.8255|37.52255|2.14916|유통시설2301_csv.csv|||||1072|5|1072|0005|1150010300110720005
25712|서울특별시|강서구||화곡동|1073-11|126.83795|37.54069|월세|20.03|20230115|9,000|35|3|2022|우성상가시장|126.8255|37.52255|2.29651|유통시설2301_csv.csv|||||1073|11|1073|0011|1150010300110730011
25713|서울특별시|강서구||화곡동|1073-11|126.83795|37.54069|월세|20.03|20230209|9,000|39|6|2022|우성상가시장|126.8255|37.52255|2.29651|유통시설2301_csv.csv|||||1073|11|1073|0011|1150010300110730011
25714|서울특별시|강서구||화곡동|1073-11|126.83795|37.54069|월세|20.03|20230222|9,830|35|9|2022|우성상가시장|126.8255|37.52255|2.29651|유통시설2301_csv.csv|||||1073|11|1073|0011|1150010300110730011
25715|서울특별시|강서구||화곡동|1073-11|126.83795|37.54069|월세|20.03|20230222|9,830|35|9|2022|우성상가시장|126.8255|37.52255|2.29651|유통시설2301_csv.csv|||||1073|11|1073|0011|1150010300110730011
25716|서울특별시|강서구||화곡동|1073-11|126.83795|37.54069|월세|20.46|20230416|9,800|35|6|2022|우성상가시장|126.8255|37.52255|2.29651|유통시설2301_csv.csv|||||1073|11|1073|0011|1150010300110730011
25717|서울특별시|강서구||화곡동|1073-12|126.83809|37.54047|전세|73.96|20230311|34,000|0|4|2001|우성상가시장|126.8255|37.52255|2.28079|유통시설2301_csv.csv|||||1073|12|1073|0012|1150010300110730012
25718|서울특별시|강서구||화곡동|1073-28|126.83708|37.54022|전세|25.34|20230313|19,500|0|6|2016|우성상가시장|126.8255|37.52255|2.21422|유통시설2301_csv.csv|||||1073|28|1073|0028|1150010300110730028
25719|서울특별시|강서구||화곡동|1074-18|126.83945|37.54099|월세|83.42|20230116|20,000|60|10|2002|홈플러스(주) 강서점|126.85492|37.55853|2.38028|유통시설2301_csv.csv|||||1074|18|1074|0018|1150010300110740018
25720|서울특별시|강서구||화곡동|1074-3|126.83848|37.54059|월세|51.4|20230105|3,000|90|2|2010|우성상가시장|126.8255|37.52255|2.309|유통시설2301_csv.csv|||||1074|3|1074|0003|1150010300110740003
