PNU,계약일자,전월세구분,전용면적(㎡),보증금(만원),보증금_증감률(%),월세금(만원),전세_환산가(만원),층,계약기간_일수,계약구분,종전계약 보증금(만원),종전계약 월세(만원),건축연령
1150010300101610004,2025-12-09,월세,59.87,4000,0.0,66,5584.0,2,730.0,0,"4,000",63.0,21
1150010300111230027,2025-12-09,월세,57.02,13000,,15,13360.0,3,730.0,1,,,40
1150010300106510006,2025-12-08,전세,39.97,18000,,0,18000.0,4,730.0,1,,,17
1150010300103940001,2025-12-08,전세,76.02,24600,0.41,0,24600.0,2,365.0,0,"24,500",0.0,29
1150010300100560237,2025-12-08,월세,47.47,12000,-9.64,5,12120.0,4,730.0,0,"13,280",0.0,23
1150010300109130007,2025-12-08,월세,35.82,11000,0.0,15,11360.0,1,730.0,0,"11,000",5.0,33
1150010300108250008,2025-12-08,월세,36.714,12000,,30,12720.0,1,730.0,1,,,5
1150010300108250008,2025-12-08,월세,36.714,12000,,30,12720.0,1,730.0,1,,,5
1150010300108570019,2025-12-08,전세,24.83,16880,-2.2,0,16880.0,6,730.0,0,"17,260",0.0,7
1150010300103460074,2025-12-08,전세,27.75,16300,-5.78,0,16300.0,5,730.0,0,"17,300",0.0,9
1150010300109680010,2025-12-08,월세,36.75,16800,,22,17328.0,2,730.0,1,,,13
1150010300103620023,2025-12-08,월세,27.5,19900,,10,20140.0,3,730.0,1,,,5
1150010300103540086,2025-12-08,전세,27.27,16200,0.0,0,16200.0,5,730.0,0,"16,200",0.0,9
1150010300113800000,2025-12-08,전세,18.39,8500,,0,8500.0,3,730.0,1,,,13
1150010300106120061,2025-12-08,전세,23.98,22300,,0,22300.0,11,731.0,1,,,5
1150010300109000000,2025-12-08,전세,39.73,19600,2.35,0,19600.0,5,730.0,0,"19,150",0.0,10
1150010300113760000,2025-12-08,전세,25.92,18648,,0,18648.0,4,,1,,,8
1150010300109000000,2025-12-08,전세,39.73,20100,4.96,0,20100.0,5,730.0,0,"19,150",0.0,10
1150010300109000000,2025-12-08,전세,39.73,19600,,0,19600.0,3,730.0,1,,,10
1150010300113770000,2025-12-07,전세,24.32,18700,,0,18700.0,7,730.0,1,,,7
1150010300106630007,2025-12-07,전세,43.68,18700,-22.08,0,18700.0,5,365.0,0,"24,000",0.0,11
1150010300106540008,2025-12-06,전세,27.3,24066,1.12,0,24066.0,3,731.0,0,"23,800",0.0,5
1150010300105320003,2025-12-06,월세,27.57,22500,,20,22980.0,2,730.0,1,,,9
1150010300101610004,2025-12-06,월세,34.99,10000,-22.48,30,10360.0,2,365.0,0,"12,900",0.0,21
1150010300104800014,2025-12-06,월세,29.93,23600,-12.92,18,24032.0,6,730.0,0,"27,100",0.0,2
1150010300102490039,2025-12-06,전세,50.72,21790,-0.95,0,21790.0,5,730.0,0,"22,000",0.0,7
1150010300101020074,2025-12-06,전세,40.33,12200,-3.17,0,12200.0,5,730.0,0,"12,600",0.0,17
1150010300103590100,2025-12-06,전세,26.0,19908,0.0,0,19908.0,6,730.0,0,"19,908",0.0,6
1150010300107890011,2025-12-06,전세,61.42,16000,,0,16000.0,3,730.0,1,,,31
1150010300103410054,2025-12-06,월세,26.28,10000,,95,12280.0,6,730.0,1,,,9
1150010300110400022,2025-12-06,전세,43.1,17100,,0,17100.0,2,730.0,1,,,15
1150010300104800014,2025-12-06,월세,29.93,23600,-12.92,18,24032.0,6,730.0,0,"27,100",0.0,2
1150010300106560027,2025-12-06,월세,56.28,6000,,75,7800.0,5,730.0,1,,,22
1150010300106560028,2025-12-06,월세,29.15,18000,0.0,3,18072.0,6,730.0,0,"18,000",0.0,10
1150010300102520002,2025-12-05,월세,28.12,21670,,10,21910.0,5,730.0,1,,,8
1150010300102660034,2025-12-05,전세,44.73,13000,0.0,0,13000.0,2,730.0,0,"13,000",0.0,23
1150010300111340007,2025-12-05,전세,51.48,11000,,0,11000.0,1,730.0,1,,,40
1150010300101600033,2025-12-05,전세,51.06,16880,-4.09,0,16880.0,4,730.0,0,"17,600",0.0,16
1150010300103940001,2025-12-05,월세,76.02,20200,-2.42,10,20440.0,2,730.0,0,"20,700",0.0,29
1150010300109360011,2025-12-05,전세,62.05,18140,-0.33,0,18140.0,4,730.0,0,"18,200",0.0,17
1150010300109610014,2025-12-05,전세,68.65,24000,45.45,0,24000.0,3,730.0,0,"16,500",0.0,18
1150010300100560443,2025-12-05,월세,62.13,11000,,20,11480.0,-1,730.0,1,,,25
1150010300104100196,2025-12-05,전세,45.48,6500,,0,6500.0,-1,730.0,1,,,32
1150010300104210014,2025-12-05,전세,26.11,21000,,0,21000.0,4,730.0,1,,,3
1150010300105040056,2025-12-05,월세,24.12,10500,,25,11100.0,3,730.0,1,,,14
1150010300110530003,2025-12-05,월세,26.9,7800,,10,8040.0,2,730.0,1,,,23
1150010300103540068,2025-12-05,월세,42.34,21700,0.0,10,21940.0,2,730.0,0,"21,700",0.0,10
1150010300103700050,2025-12-05,월세,39.76,13000,0.0,35,13840.0,5,730.0,0,"13,000",31.0,14
1150010300104000006,2025-12-05,전세,28.39,21500,,0,21500.0,2,730.0,1,,,7
1150010300100460056,2025-12-05,월세,60.87,15700,0.0,3,15772.0,3,730.0,0,"15,700",0.0,17
1150010300100570000,2025-12-05,전세,35.72,13000,-13.33,0,13000.0,2,730.0,0,"15,000",0.0,34
1150010300103970011,2025-12-05,월세,66.38,13000,,35,13840.0,4,730.0,1,,,24
1150010300106440006,2025-12-05,월세,58.13,5000,,150,8600.0,3,730.0,1,,,2
1150010300106540080,2025-12-05,전세,29.99,19150,,0,19150.0,4,730.0,1,,,11
1150010300106950006,2025-12-05,월세,84.17,23000,,30,23720.0,4,730.0,1,,,13
1150010300101510008,2025-12-04,월세,46.25,12850,,25,13450.0,3,730.0,1,,,23
1150010300110550001,2025-12-04,월세,49.56,17600,-3.3,13,17912.0,3,730.0,0,"18,200",10.0,17
1150010300103970045,2025-12-04,전세,37.02,9700,,0,9700.0,1,730.0,1,,,39
1150010300110440011,2025-12-04,월세,43.16,20200,-3.35,10,20429.81,3,699.0,0,"20,900",0.0,13
1150010300103670156,2025-12-04,월세,59.45,16600,,15,16960.0,3,730.0,1,,,22
1150010300103650213,2025-12-04,월세,52.02,26800,,10,27040.0,2,730.0,1,,,7
1150010300105830020,2025-12-04,월세,25.49,6000,,50,7200.0,2,730.0,1,,,10
1150010300109860010,2025-12-04,월세,61.8,13000,,30,13720.0,4,730.0,1,,,30
1150010300107730007,2025-12-04,월세,29.73,5000,,100,7400.0,5,730.0,1,,,9
1150010300101050427,2025-12-04,전세,63.96,18000,-5.26,0,18000.0,4,730.0,0,"19,000",0.0,22
1150010300104240070,2025-12-04,전세,27.73,21920,-1.7,0,21920.0,6,730.0,0,"22,300",0.0,6
1150010300107980006,2025-12-04,월세,61.14,3000,,110,5640.0,4,730.0,1,,,18
1150010300105230005,2025-12-04,월세,47.79,5000,,90,7160.0,2,730.0,1,,,9
1150010300106430046,2025-12-04,월세,26.24,17300,,24,17876.0,5,730.0,1,,,7
1150010300105330014,2025-12-04,월세,29.05,17800,0.56,24,18376.0,2,730.0,0,"17,700",20.0,12
1150010300103670078,2025-12-04,전세,59.9,13000,-2.91,0,13000.0,-1,90.0,0,"13,390",0.0,28
1150010300105100015,2025-12-04,월세,22.66,5000,,105,6260.0,3,365.0,1,,,2
1150010300106430046,2025-12-04,월세,26.24,17300,,24,17876.0,5,730.0,1,,,7
1150010300103430014,2025-12-04,전세,38.88,14600,4.29,0,14600.0,2,730.0,0,"14,000",0.0,22
1150010300100060004,2025-12-03,월세,27.33,5000,,78,6872.0,4,730.0,1,,,7
1150010300113760000,2025-12-03,월세,25.92,18000,-14.29,11,18264.0,5,730.0,0,"21,000",0.0,8
1150010300105920011,2025-12-03,전세,53.68,24000,,0,24000.0,3,731.0,1,,,9
1150010300107080008,2025-12-03,전세,63.87,21300,,0,21300.0,3,730.0,1,,,31
1150010300106950006,2025-12-03,전세,49.79,16000,,0,16000.0,4,,1,,,13
1150010300100610053,2025-12-03,월세,18.15,13400,-2.9,20,13880.0,3,730.0,0,"13,800",17.0,9
1150010300100550068,2025-12-03,월세,58.14,5000,,70,6680.0,2,730.0,1,,,32
1150010300108690035,2025-12-03,전세,19.04,16300,,0,16300.0,4,730.0,1,,,6
1150010300110460026,2025-12-03,월세,48.92,12000,,50,13200.0,4,730.0,1,,,15
1150010300107800010,2025-12-03,전세,43.96,12500,-2.87,0,12500.0,5,730.0,0,"12,870",0.0,23
1150010300101640051,2025-12-03,월세,59.78,10000,,50,11200.0,1,730.0,1,,,24
1150010300109680017,2025-12-03,전세,22.47,17600,-13.09,0,17600.0,4,730.0,0,"20,250",0.0,7
1150010300110380015,2025-12-03,월세,59.8,13000,,40,13960.0,4,730.0,1,,,24
1150010300110840059,2025-12-03,월세,27.18,13100,,20,13580.0,3,730.0,1,,,14
1150010300100560463,2025-12-03,월세,44.25,10000,,20,10480.0,1,730.0,1,,,35
1150010300110460026,2025-12-03,월세,48.92,12000,,50,13200.0,4,730.0,1,,,15
1150010300110850012,2025-12-03,월세,23.64,12100,,25,12700.0,2,730.0,1,,,13
1150010300103660018,2025-12-03,월세,24.38,15100,,25,15700.0,5,730.0,1,,,9
1150010300105740001,2025-12-03,전세,29.9,16500,1.23,0,16500.0,2,730.0,0,"16,300",0.0,9
1150010300106620004,2025-12-03,전세,39.055,28600,1.06,0,28600.0,2,365.0,0,"28,300",0.0,10
1150010300106490000,2025-12-03,월세,47.01,5000,,55,5660.0,3,365.0,1,,,37
1150010300106780030,2025-12-02,월세,21.88,22680,0.0,15,23040.0,9,730.0,0,"22,680",10.0,6
1150010300104240070,2025-12-02,전세,27.58,21000,,0,21000.0,2,730.0,1,,,6
1150010300100410112,2025-12-02,전세,61.97,17600,,0,17600.0,3,730.0,1,,,22
1150010300103670163,2025-12-02,월세,43.68,11500,,20,11980.0,4,730.0,1,,,32
1150010300103500012,2025-12-02,월세,29.77,15700,,10,15940.0,4,730.0,1,,,9
1150010300106480011,2025-12-02,전세,28.87,26000,,0,26000.0,3,730.0,1,,,5
1150010300103910053,2025-12-02,전세,36.36,11000,-1.79,0,11000.0,3,730.0,0,"11,200",10.0,35
1150010300103590124,2025-12-02,전세,45.48,11500,53.33,0,11500.0,2,730.0,0,"7,500",0.0,43
1150010300103510026,2025-12-02,전세,29.99,24500,,0,24500.0,3,730.0,1,,,4
1150010300105660024,2025-12-02,전세,67.43,27000,,0,27000.0,5,730.0,1,,,13
1150010300105100003,2025-12-02,월세,67.81,5000,,100,7400.0,2,730.0,1,,,46
1150010300104240070,2025-12-02,전세,27.58,21000,,0,21000.0,2,730.0,1,,,6
1150010300104070013,2025-12-02,전세,29.6,16700,,0,16700.0,3,730.0,1,,,9
1150010300101460024,2025-12-02,전세,29.49,27800,0.0,0,27800.0,3,730.0,0,"27,800",0.0,2
1150010300106650015,2025-12-02,월세,22.84,13000,,22,13528.0,3,730.0,1,,,2
1150010300100610083,2025-12-02,전세,29.95,14990,-3.91,0,14990.0,2,730.0,0,"15,600",0.0,9
1150010300103550030,2025-12-02,월세,49.46,5000,,110,7640.0,4,730.0,1,,,4
1150010300100940001,2025-12-02,전세,49.67,33000,,0,33000.0,2,669.0,1,,,3
1150010300102810035,2025-12-01,전세,16.23,7350,5.0,0,7350.0,3,730.0,0,"7,000",0.0,12
1150010300105100015,2025-12-01,월세,22.66,4000,,98,6352.0,5,730.0,1,,,2
1150010300103920027,2025-12-01,월세,78.48,5000,,100,7400.0,2,730.0,1,,,25
1150010300109890017,2025-12-01,월세,51.13,16000,6.67,20,16480.0,4,730.0,0,"15,000",20.0,15
1150010300110660012,2025-12-01,월세,39.02,11800,-1.67,45,12835.62,2,700.0,0,"12,000",45.0,24
1150010300111140001,2025-12-01,월세,49.32,25000,0.0,5,25120.0,4,730.0,0,"25,000",0.0,10
1150010300106760018,2025-12-01,전세,38.49,28000,,0,28000.0,3,730.0,1,,,6
1150010300106500022,2025-12-01,월세,62.73,15000,,50,16200.0,2,730.0,1,,,31
1150010300106510005,2025-12-01,전세,29.98,22170,0.0,0,22170.0,2,730.0,0,"22,170",0.0,7
1150010300106800005,2025-12-01,전세,29.95,19400,,0,19400.0,6,730.0,1,,,5
1150010300106770005,2025-12-01,전세,35.24,14500,,0,14500.0,2,730.0,1,,,15
1150010300110170004,2025-12-01,월세,38.27,11700,-18.75,25,12300.0,2,730.0,0,"14,400",0.0,32
1150010300101050142,2025-11-30,월세,34.78,20000,,25,20600.0,3,730.0,1,,,8
1150010300106750026,2025-11-30,전세,18.7,5600,1.82,0,5600.0,4,730.0,0,"5,500",0.0,16
1150010300101670044,2025-11-30,전세,37.56,9300,-2.11,0,9300.0,3,700.0,0,"9,500",0.0,34
1150010300101660035,2025-11-30,월세,38.97,16000,,20,16480.0,4,730.0,1,,,12
1150010300107150007,2025-11-30,전세,29.98,22000,0.0,0,22000.0,3,730.0,0,"22,000",0.0,8
1150010300110330052,2025-11-29,전세,37.74,7471,,0,7471.0,-1,730.0,1,,,34
1150010300100120002,2025-11-29,월세,23.69,19400,,18,19832.0,11,730.0,1,,,5
1150010300102390013,2025-11-29,월세,107.9,5000,,70,5840.0,4,365.0,1,,,17
1150010300105040049,2025-11-29,월세,40.22,13000,,54,14296.0,2,730.0,1,,,17
1150010300107910018,2025-11-29,전세,29.02,14900,,0,14900.0,5,730.0,1,,,13
1150010300109710010,2025-11-29,월세,59.46,14300,-7.14,7,14468.0,1,730.0,0,"15,400",0.0,34
1150010300100460187,2025-11-29,월세,61.88,18500,-2.63,5,18620.0,2,730.0,0,"19,000",5.0,24
1150010300104080031,2025-11-29,월세,62.52,15000,,25,15600.0,1,730.0,1,,,25
1150010300109560001,2025-11-29,월세,46.33,11500,,10,11740.0,1,730.0,1,,,23
1150010300109560028,2025-11-29,월세,46.44,12000,,40,12960.0,3,730.0,1,,,14
1150010300103300033,2025-11-29,월세,29.73,11900,-2.46,20,12380.0,2,730.0,0,"12,200",10.0,15
1150010300101050480,2025-11-29,월세,44.55,11000,,30,11720.0,4,730.0,1,,,17
1150010300100560662,2025-11-29,전세,59.77,15370,-3.15,0,15370.0,1,730.0,0,"15,870",0.0,24
1150010300103550031,2025-11-29,전세,29.53,17000,-4.76,0,17000.0,2,730.0,0,"17,850",0.0,9
1150010300106430016,2025-11-29,전세,24.11,23500,,0,23500.0,2,730.0,1,,,5
1150010300105210012,2025-11-29,전세,12.54,11000,0.0,0,11000.0,2,730.0,0,"11,000",0.0,8
1150010300105100015,2025-11-29,월세,22.66,5000,,95,7280.0,5,730.0,1,,,2
1150010300100240150,2025-11-29,전세,28.88,20000,,0,20000.0,4,730.0,1,,,4
1150010300103510026,2025-11-29,전세,28.98,23500,0.0,0,23500.0,2,90.0,0,"23,500",0.0,4
1150010300100240286,2025-11-29,전세,54.12,18700,-1.58,0,18700.0,2,730.0,0,"19,000",0.0,17
1150010300100560107,2025-11-29,전세,36.91,17300,,0,17300.0,6,730.0,1,,,9
1150010300100560302,2025-11-29,월세,38.86,10700,,8,10892.0,2,730.0,1,,,23
1150010300100560559,2025-11-29,월세,41.58,12000,,15,12360.0,2,730.0,1,,,23
1150010300101640025,2025-11-28,전세,39.12,9000,,0,9000.0,1,730.0,1,,,33
1150010300103510026,2025-11-28,전세,29.33,24600,,0,24600.0,4,730.0,1,,,4
1150010300103620054,2025-11-28,전세,84.54,23400,,0,23400.0,2,730.0,1,,,23
1150010300101640025,2025-11-28,전세,39.12,9000,,0,9000.0,1,730.0,1,,,33
1150010300103650184,2025-11-28,전세,48.74,17000,0.0,0,17000.0,5,730.0,0,"17,000",0.0,17
1150010300103920042,2025-11-28,월세,41.72,12000,,10,12240.0,3,730.0,1,,,26
1150010300100590062,2025-11-28,월세,48.12,14600,,10,14840.0,4,730.0,1,,,16
1150010300101020291,2025-11-28,전세,62.28,20600,,0,20600.0,2,730.0,1,,,17
1150010300101020087,2025-11-28,월세,47.46,10000,,30,10720.0,3,730.0,1,,,24
1150010300107770001,2025-11-28,월세,52.36,12000,,30,12720.0,1,730.0,1,,,45
1150010300100560383,2025-11-28,월세,41.27,10980,,14,11316.0,5,730.0,1,,,17
1150010300103550023,2025-11-28,월세,29.88,5000,,90,7160.0,6,730.0,1,,,3
1150010300105040080,2025-11-28,전세,25.64,21100,,0,21100.0,5,730.0,1,,,7
1150010300104650006,2025-11-28,월세,63.72,15000,,10,15240.0,3,730.0,1,,,24
1150010300103480023,2025-11-28,월세,58.0,29000,0.0,5,29060.0,3,365.0,0,"29,000",5.0,10
1150010300102500002,2025-11-27,월세,26.82,22930,,16,23314.0,5,730.0,1,,,7
1150010300106780030,2025-11-27,월세,25.23,22500,,10,22740.0,5,730.0,1,,,6
1150010300109620005,2025-11-27,전세,68.77,16500,,0,16500.0,3,,1,,,27
1150010300104210014,2025-11-27,월세,29.7,5000,,100,7400.0,5,730.0,1,,,3
1150010300101640015,2025-11-27,전세,29.94,23300,,0,23300.0,5,730.0,1,,,2
1150010300101050384,2025-11-27,월세,61.11,17000,0.0,45,18080.0,4,730.0,0,"17,000",40.0,15
1150010300104730002,2025-11-27,전세,29.68,17500,,0,17500.0,5,730.0,1,,,6
1150010300101640015,2025-11-27,전세,29.94,23300,,0,23300.0,5,730.0,1,,,2
1150010300100560074,2025-11-27,월세,36.54,10480,,8,10672.0,2,730.0,1,,,34
1150010300100500036,2025-11-27,월세,26.25,13000,,30,13720.0,6,730.0,1,,,5
1150010300110260025,2025-11-27,월세,26.36,23436,,16,23820.0,3,730.0,1,,,6
1150010300109960019,2025-11-27,전세,24.66,22500,,0,22500.0,2,730.0,1,,,3
1150010300109960019,2025-11-27,전세,24.66,22500,,0,22500.0,2,730.0,1,,,3
1150010300109860009,2025-11-27,전세,52.74,15000,,0,15000.0,4,730.0,1,,,17
1150010300100290171,2025-11-27,월세,29.24,5000,,70,5840.0,2,365.0,1,,,5
1150010300109960019,2025-11-27,월세,24.66,21500,,10,21740.0,2,730.0,1,,,3
1150010300101640006,2025-11-26,월세,59.25,15100,,25,15700.0,3,730.0,1,,,32
1150010300100980145,2025-11-26,월세,62.07,5000,,85,7040.0,1,730.0,1,,,22
1150010300100560360,2025-11-26,전세,47.84,8900,,0,8900.0,-1,730.0,1,,,35
1150010300100240032,2025-11-26,전세,25.8,10000,,0,10000.0,5,730.0,1,,,14
1150010300108700027,2025-11-26,월세,30.0,5500,,85,7540.0,3,730.0,1,,,3
1150010300108810036,2025-11-26,전세,29.81,18450,0.0,0,18450.0,4,730.0,0,"18,450",0.0,11
1150010300103690038,2025-11-26,월세,40.45,17800,,15,18160.0,3,730.0,1,,,11
1150010300105830045,2025-11-26,월세,36.54,11000,,20,11480.0,2,730.0,1,,,35
1150010300105710006,2025-11-26,전세,48.14,23100,,0,23100.0,3,730.0,1,,,10
1150010300105180011,2025-11-26,전세,75.255,22670,,0,22670.0,5,730.0,1,,,24
1150010300102490029,2025-11-26,월세,48.78,5000,,100,7400.0,2,730.0,1,,,13
1150010300105060030,2025-11-26,월세,14.0,8300,0.0,9,8408.0,5,365.0,0,"8,300",7.0,13
1150010300106430036,2025-11-26,월세,32.93,19000,,8,19192.0,3,730.0,1,,,8
1150010300107100056,2025-11-25,월세,59.55,3000,,130,6120.0,1,730.0,1,,,23
1150010300103510026,2025-11-25,전세,29.2,22700,4.61,0,22700.0,4,730.0,0,"21,700",0.0,4
1150010300110300027,2025-11-25,월세,29.97,5000,,100,7400.0,2,730.0,1,,,3
1150010300104210014,2025-11-25,월세,29.24,23560,1.07,5,23680.0,2,730.0,0,"23,310",0.0,3
1150010300102390005,2025-11-25,월세,76.47,27000,0.0,10,27240.0,3,730.0,0,"27,000",10.0,25
1150010300108410015,2025-11-25,전세,28.7,14800,,0,14800.0,5,730.0,1,,,13
1150010300103510026,2025-11-25,전세,29.2,22700,4.61,0,22700.0,4,730.0,0,"21,700",0.0,4
1150010300103410103,2025-11-25,전세,69.44,14000,27.27,0,14000.0,3,730.0,0,"11,000",0.0,24
1150010300110300027,2025-11-25,월세,29.97,5000,,100,7400.0,2,730.0,1,,,3
1150010300101050483,2025-11-25,전세,40.34,14950,-8.28,0,14950.0,2,730.0,0,"16,300",0.0,17
1150010300100560118,2025-11-25,월세,61.2,15800,,25,16400.0,3,730.0,1,,,22
1150010300106470090,2025-11-25,월세,29.66,21735,-5.5,10,21975.0,4,730.0,0,"23,000",0.0,9
1150010300106550009,2025-11-25,전세,29.89,14600,,0,14600.0,3,730.0,1,,,9
1150010300103510026,2025-11-25,전세,29.99,23000,0.0,0,23000.0,2,730.0,0,"23,000",0.0,4
1150010300103510026,2025-11-25,전세,29.99,23000,0.0,0,23000.0,2,730.0,0,"23,000",0.0,4
1150010300103980014,2025-11-25,전세,38.7,17000,,0,17000.0,3,730.0,1,,,13
1150010300103620023,2025-11-25,전세,27.5,19900,,0,19900.0,2,730.0,1,,,5
1150010300104100037,2025-11-24,전세,61.92,19000,,0,19000.0,5,730.0,1,,,16
1150010300105520006,2025-11-24,전세,33.2,7500,,0,7500.0,1,730.0,1,,,35
1150010300106760001,2025-11-24,전세,35.36,12000,,0,12000.0,5,730.0,1,,,18
1150010300110830012,2025-11-24,월세,29.43,24600,-1.6,5,24720.0,5,730.0,0,"25,000",0.0,4
1150010300103410027,2025-11-24,월세,65.08,5000,,110,7640.0,1,730.0,1,,,24
1150010300103920017,2025-11-24,전세,36.63,21700,,0,21700.0,5,730.0,1,,,6
1150010300103590094,2025-11-24,전세,25.19,25100,0.0,0,25100.0,6,730.0,0,"25,100",0.0,2
1150010300101020121,2025-11-24,월세,26.42,13000,0.0,30,13720.0,5,730.0,0,"13,000",25.0,9
1150010300103650142,2025-11-24,전세,47.54,27000,,0,27000.0,5,730.0,1,,,9
1150010300103770064,2025-11-24,전세,35.91,9500,,0,9500.0,1,730.0,1,,,39
1150010300101580003,2025-11-24,월세,45.22,11200,,29,11896.0,4,730.0,1,,,32
1150010300110850005,2025-11-24,월세,49.86,10000,-16.67,30,10720.0,3,730.0,0,"12,000",30.0,18
1150010300100990009,2025-11-24,전세,29.98,26000,0.0,0,26000.0,6,730.0,0,"26,000",0.0,8
1150010300100560607,2025-11-24,월세,56.67,15000,,20,15480.0,2,730.0,1,,,22
1150010300103940027,2025-11-24,전세,61.0,19500,-2.5,0,19500.0,3,730.0,0,"20,000",0.0,17
1150010300108500006,2025-11-24,전세,29.06,10000,,0,10000.0,2,120.0,1,,,13
1150010300104080010,2025-11-24,전세,42.69,12000,,0,12000.0,3,730.0,1,,,17
1150010300106470059,2025-11-24,월세,49.44,17500,,10,17740.0,4,730.0,1,,,31
1150010300105310001,2025-11-24,월세,40.21,24000,0.0,20,24480.0,2,730.0,0,"24,000",15.0,12
1150010300103650019,2025-11-24,월세,28.41,12500,-32.43,35,13340.0,3,730.0,0,"18,500",0.0,10
1150010300101610018,2025-11-23,전세,28.39,5690,-1.9,0,5690.0,-1,730.0,0,"5,800",0.0,24
1150010300101840005,2025-11-23,월세,27.68,21000,0.0,25,21600.0,5,730.0,0,"21,000",20.0,8
1150010300103270053,2025-11-23,전세,69.93,12000,4.35,0,12000.0,1,365.0,0,"11,500",0.0,41
1150010300105060030,2025-11-23,월세,14.0,8000,0.0,10,8120.0,5,365.0,0,"8,000",8.0,13
1150010300104540001,2025-11-23,전세,58.36,21500,0.0,0,21500.0,4,730.0,0,"21,500",0.0,24
1150010300103620077,2025-11-23,전세,29.93,19900,-0.5,0,19900.0,3,730.0,0,"20,000",0.0,6
1150010300110490024,2025-11-22,전세,26.24,19750,,0,19750.0,3,730.0,1,,,7
1150010300100560107,2025-11-22,전세,36.91,17300,,0,17300.0,6,365.0,1,,,9
1150010300102520002,2025-11-22,전세,28.12,21600,,0,21600.0,5,730.0,1,,,8
1150010300102520002,2025-11-22,월세,28.12,21670,,30,22390.0,6,730.0,1,,,8
1150010300105340002,2025-11-22,전세,12.32,8000,,0,8000.0,4,730.0,1,,,13
1150010300106390006,2025-11-22,월세,23.42,26000,,20,26480.0,11,730.0,1,,,2
1150010300103650184,2025-11-22,월세,50.77,12000,,40,12960.0,4,730.0,1,,,17
1150010300103620079,2025-11-22,월세,32.6,5500,,100,7900.0,5,730.0,1,,,6
1150010300100290025,2025-11-22,월세,35.57,23560,0.0,30,24280.0,6,730.0,0,"23,560",30.0,6
1150010300110490024,2025-11-22,전세,26.24,19750,2.6,0,19750.0,3,730.0,0,"19,250",0.0,7
1150010300110410001,2025-11-22,전세,62.17,24100,,0,24100.0,3,730.0,1,,,42
1150010300103480023,2025-11-22,전세,54.64,27563,,0,27563.0,4,730.0,1,,,10
1150010300103480023,2025-11-22,전세,54.64,27570,,0,27570.0,4,730.0,1,,,10
1150010300107030006,2025-11-22,월세,28.77,13000,,45,14080.0,3,730.0,1,,,10
1150010300106780030,2025-11-22,월세,23.06,22680,,20,23160.0,7,730.0,1,,,6
1150010300103590089,2025-11-22,전세,41.44,28000,,0,28000.0,6,730.0,1,,,3
1150010300103480008,2025-11-22,전세,69.86,23000,,0,23000.0,4,730.0,1,,,28
1150010300110450047,2025-11-22,전세,48.03,25326,-2.22,0,25326.0,2,730.0,0,"25,900",0.0,8
1150010300108700025,2025-11-22,월세,37.77,11550,0.0,5,11670.0,4,730.0,0,"11,550",3.0,18
1150010300110410001,2025-11-22,전세,62.17,24100,,0,24100.0,3,730.0,1,,,42
1150010300105570007,2025-11-21,전세,40.88,24500,,0,24500.0,4,730.0,1,,,7
1150010300101020303,2025-11-21,전세,38.46,9400,,0,9400.0,4,730.0,1,,,31
1150010300109010000,2025-11-21,전세,37.98,22000,,0,22000.0,7,730.0,1,,,8
1150010300102380000,2025-11-21,월세,18.0,7000,,7,7168.0,6,730.0,1,,,13
1150010300107940005,2025-11-21,전세,29.77,16380,,0,16380.0,4,730.0,1,,,8
1150010300110540008,2025-11-21,월세,67.34,22900,,10,23140.0,4,730.0,1,,,24
1150010300100560445,2025-11-21,월세,40.74,12000,,30,12720.0,2,730.0,1,,,17
1150010300107100030,2025-11-21,전세,33.57,29350,-11.06,0,29350.0,6,730.0,0,"33,000",0.0,8
1150010300109010000,2025-11-21,전세,37.98,22000,,0,22000.0,7,730.0,1,,,8
1150010300101020303,2025-11-21,전세,38.46,9400,,0,9400.0,4,730.0,1,,,31
1150010300103460025,2025-11-21,전세,74.65,24000,0.0,0,24000.0,1,730.0,0,"24,000",0.0,32
1150010300105040184,2025-11-21,전세,37.26,14000,-6.67,0,14000.0,3,730.0,0,"15,000",0.0,14
1150010300100560274,2025-11-21,월세,39.65,10747,,5,10867.0,5,730.0,1,,,24
1150010300101050527,2025-11-21,월세,59.75,10000,,40,10960.0,-1,730.0,1,,,27
1150010300103480023,2025-11-21,전세,55.66,28500,,0,28500.0,6,731.0,1,,,10
1150010300110440024,2025-11-21,월세,25.46,5000,,70,6680.0,6,730.0,1,,,8
1150010300103760009,2025-11-21,전세,29.81,22770,,0,22770.0,6,730.0,1,,,5
1150010300108700027,2025-11-20,월세,24.82,5500,,70,7180.0,4,730.0,1,,,3
1150010300106490003,2025-11-20,월세,36.44,11000,,25,11600.0,1,730.0,1,,,37
1150010300106580000,2025-11-20,월세,23.06,13000,,65,14560.0,7,730.0,1,,,2
1150010300106540056,2025-11-20,월세,38.54,4500,0.0,91,6684.0,4,730.0,0,"4,500",84.0,8
1150010300106490003,2025-11-20,월세,36.44,9000,,45,10080.0,1,730.0,1,,,37
1150010300103650197,2025-11-20,전세,29.33,24600,0.0,0,24600.0,6,730.0,0,"24,600",0.0,8
1150010300103620077,2025-11-20,전세,29.93,19900,-0.5,0,19900.0,3,730.0,0,"20,000",0.0,6
1150010300110400000,2025-11-20,전세,26.23,20160,,0,20160.0,6,730.0,1,,,6
